test_case,graph_name,error_rate,algo,ec,step_j,last_match_i,eta_e,eta_v,eta_v_star
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,105,60,45,199.0000,220.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,106,60,46,199.0000,220.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,107,60,47,199.0000,220.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,108,60,48,198.0000,219.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,109,60,49,214.0000,235.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,110,60,50,214.0000,235.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,111,60,51,214.0000,235.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,112,60,52,214.0000,235.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,113,60,53,214.0000,235.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,114,60,54,214.0000,235.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,115,60,55,214.0000,235.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,116,60,56,214.0000,235.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,117,60,57,215.0000,236.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,118,60,58,215.0000,236.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,119,60,59,215.0000,236.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,120,60,60,215.0000,236.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,121,60,61,219.0000,240.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,122,60,62,219.0000,240.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,123,60,63,220.0000,241.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,124,60,64,220.0000,241.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,125,60,65,220.0000,241.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,126,60,66,220.0000,241.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,127,60,67,220.0000,241.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,128,60,68,220.0000,241.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,129,60,69,220.0000,241.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,130,60,70,220.0000,241.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,131,60,71,220.0000,241.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,132,60,72,220.0000,241.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,133,60,73,226.0000,247.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,134,60,74,226.0000,247.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,135,60,75,237.0000,5700.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,136,60,76,243.0000,5706.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,137,60,77,243.0000,5706.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,138,60,78,242.0000,7689.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,139,60,79,242.0000,7689.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,140,60,80,242.0000,7689.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,141,60,81,241.0000,7688.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,142,60,82,241.0000,7688.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,143,60,83,241.0000,7688.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,144,60,84,241.0000,7688.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,145,60,85,241.0000,7688.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,146,60,86,241.0000,7688.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,147,60,87,241.0000,7688.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,148,60,88,241.0000,7688.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,149,60,89,240.0000,7192.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,150,60,90,240.0000,7192.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,151,60,91,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,152,60,92,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,153,60,93,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,154,60,94,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,155,60,95,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,156,60,96,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,157,61,96,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,158,61,97,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,159,61,98,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,160,61,99,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,161,61,100,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,162,61,101,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,163,61,102,245.0000,7197.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,164,61,103,251.0000,7209.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,165,61,104,251.0000,7209.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,166,61,105,251.0000,7209.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,167,61,106,251.0000,7209.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,168,61,107,251.0000,7209.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,169,61,108,251.0000,7209.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,170,61,109,251.0000,7209.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,171,61,110,251.0000,7209.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,172,61,111,251.0000,7209.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,173,61,112,251.0000,7209.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,174,61,113,251.0000,7209.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,175,61,114,255.0000,7213.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,176,61,115,256.0000,7214.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,177,61,116,256.0000,7214.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,178,62,116,264.0000,7228.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,179,62,117,265.0000,7229.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,180,62,118,265.0000,7229.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,181,62,119,265.0000,7229.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,182,62,120,270.0000,7234.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,183,62,121,293.0000,7257.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,184,62,122,293.0000,7257.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,185,62,123,297.0000,7261.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,186,62,124,296.0000,7260.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,187,62,125,296.0000,7260.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,188,62,126,291.0000,7255.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,189,62,127,291.0000,7255.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,190,62,128,291.0000,7255.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,191,62,129,291.0000,7255.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,192,62,130,294.0000,8746.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,193,62,131,294.0000,8746.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,194,62,132,294.0000,8746.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,195,62,133,294.0000,8746.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,196,62,134,294.0000,8746.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,197,62,135,294.0000,8746.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,198,62,136,294.0000,8746.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,199,62,137,294.0000,8746.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case00_m200,synthetic,0.7000,fullydynamic,ec,200,62,138,298.0000,10730.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,61,60,1,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,62,60,2,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,63,60,3,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,64,60,4,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,65,60,5,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,66,60,6,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,67,60,7,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,68,60,8,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,69,60,9,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,70,60,10,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,71,60,11,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,72,60,12,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,73,60,13,0.0000,0.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,74,60,14,17.0000,28.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,75,60,15,42.0000,53.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,76,60,16,100.0000,111.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,77,60,17,100.0000,111.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,78,60,18,100.0000,111.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,79,60,19,100.0000,111.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,80,60,20,100.0000,111.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,81,60,21,100.0000,111.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,82,60,22,111.0000,5564.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,83,60,23,111.0000,5564.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,84,60,24,111.0000,5564.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,85,60,25,111.0000,5564.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,86,60,26,111.0000,5564.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,87,60,27,111.0000,5564.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,88,60,28,111.0000,5564.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,89,60,29,111.0000,5564.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,90,60,30,162.0000,5636.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,91,60,31,162.0000,5636.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,92,60,32,162.0000,5636.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,93,60,33,163.0000,5637.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,94,60,34,163.0000,5637.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,95,60,35,163.0000,5637.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,96,60,36,163.0000,5637.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,97,60,37,163.0000,5637.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,98,60,38,163.0000,5637.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,99,60,39,163.0000,5637.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,100,60,40,163.0000,5637.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,101,60,41,164.0000,5638.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,102,60,42,163.0000,5637.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,103,60,43,163.0000,5637.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,104,60,44,163.0000,5637.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,105,60,45,167.0000,5641.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,106,60,46,168.0000,5642.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,107,60,47,168.0000,5642.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,108,60,48,168.0000,5642.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,109,60,49,636.0000,6110.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,110,60,50,636.0000,6110.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,111,60,51,636.0000,6110.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,112,60,52,636.0000,6110.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,113,60,53,636.0000,6110.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,114,60,54,636.0000,6110.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,115,60,55,635.0000,6109.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,116,60,56,635.0000,6109.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,117,60,57,635.0000,6109.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,118,60,58,635.0000,6109.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,119,60,59,635.0000,6109.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,120,60,60,635.0000,6109.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,121,60,61,645.0000,6119.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,122,60,62,740.0000,6250.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,123,60,63,740.0000,6250.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,124,60,64,739.0000,6249.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,125,60,65,742.0000,7740.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,126,60,66,744.0000,7742.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,127,60,67,744.0000,7742.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,128,60,68,744.0000,7742.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,129,60,69,745.0000,7743.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,130,60,70,746.0000,7745.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,131,60,71,746.0000,7745.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,132,60,72,764.0000,7763.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,133,60,73,765.0000,7764.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,134,60,74,774.0000,7773.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,135,60,75,774.0000,7773.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,136,60,76,773.0000,7277.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,137,60,77,773.0000,7277.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,138,60,78,773.0000,7277.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,139,60,79,773.0000,7277.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,140,60,80,774.0000,7278.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,141,60,81,786.0000,7290.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,142,60,82,786.0000,7290.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,143,60,83,790.0000,7294.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,144,60,84,790.0000,7294.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,145,60,85,791.0000,7295.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,146,60,86,898.0000,7428.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,147,60,87,903.0000,7433.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,148,60,88,903.0000,7433.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,149,60,89,904.0000,7434.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,150,60,90,904.0000,7434.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,151,60,91,904.0000,7434.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,152,60,92,432.0000,7006.0000
graph_synthetic_mode_fullydynamic_strategy_prefix_err0.70_case01_m200,synthetic,0.7000,fullydynamic,noec,153,60,93,483.0000,7089.0000
