test_case,graph_name,error_rate,algo,step_j,last_match_i,eta_e,eta_v,eta_v_star
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,127,0,127,128.0000,139.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,128,0,128,128.0000,139.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,129,0,129,128.0000,139.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,130,0,130,128.0000,139.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,131,0,131,128.0000,139.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,132,0,132,130.0000,141.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,133,0,133,130.0000,141.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,134,0,134,130.0000,141.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,135,0,135,130.0000,141.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,136,0,136,130.0000,141.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,137,0,137,130.0000,141.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,138,0,138,130.0000,141.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,139,0,139,134.0000,1630.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,140,0,140,134.0000,1630.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,141,0,141,134.0000,1630.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,142,0,142,134.0000,1630.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,143,0,143,134.0000,1630.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,144,0,144,134.0000,1630.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,145,0,145,134.0000,1630.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,146,0,146,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,147,0,147,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,148,0,148,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,149,0,149,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,150,0,150,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,151,0,151,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,152,0,152,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,153,0,153,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,154,0,154,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,155,0,155,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,156,0,156,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,157,0,157,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,158,0,158,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,159,0,159,144.0000,1640.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,160,0,160,145.0000,1641.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,161,0,161,145.0000,1641.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,162,0,162,145.0000,1641.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,163,0,163,145.0000,1641.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,164,0,164,145.0000,1641.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,165,0,165,145.0000,1641.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,166,0,166,145.0000,1641.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,167,0,167,145.0000,1641.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,168,0,168,145.0000,1641.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,169,0,169,145.0000,1641.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,170,0,170,145.0000,1641.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,171,0,171,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,172,0,172,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,173,0,173,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,174,0,174,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,175,0,175,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,176,0,176,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,177,0,177,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,178,0,178,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,179,0,179,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,180,0,180,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,181,0,181,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,182,0,182,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,183,0,183,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,184,0,184,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,185,0,185,153.0000,1649.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,186,0,186,171.0000,1667.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,187,0,187,171.0000,1667.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,188,0,188,171.0000,1667.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,189,0,189,171.0000,1667.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,190,0,190,171.0000,1667.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,191,0,191,171.0000,1667.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,192,0,192,180.0000,1676.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,193,0,193,180.0000,1676.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,194,0,194,182.0000,1678.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,195,0,195,182.0000,1678.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,196,0,196,191.0000,1696.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,197,0,197,191.0000,1696.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,198,0,198,191.0000,1696.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,199,0,199,191.0000,1696.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case00_m200,synthetic,1.0000,incremental,200,0,200,191.0000,1696.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,1,0,1,0.0000,0.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,2,0,2,0.0000,0.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,3,0,3,0.0000,0.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,4,0,4,0.0000,0.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,5,0,5,0.0000,0.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,6,0,6,0.0000,0.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,7,0,7,0.0000,0.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,8,0,8,0.0000,0.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,9,0,9,0.0000,0.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,10,0,10,0.0000,0.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,11,0,11,0.0000,0.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,12,0,12,4.0000,1984.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,13,0,13,4.0000,1984.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,14,0,14,130.0000,2132.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,15,0,15,130.0000,2132.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,16,0,16,150.0000,2152.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,17,0,17,150.0000,2152.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,18,0,18,150.0000,2152.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,19,0,19,150.0000,2152.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,20,0,20,150.0000,2152.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,21,0,21,150.0000,2152.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,22,0,22,150.0000,2152.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,23,0,23,150.0000,2152.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,24,0,24,150.0000,2152.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,25,0,25,152.0000,2156.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,26,0,26,152.0000,2156.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,27,0,27,152.0000,2156.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,28,0,28,164.0000,2180.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,29,0,29,164.0000,2180.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,30,0,30,164.0000,2180.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,31,0,31,164.0000,2180.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,32,0,32,164.0000,2180.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,33,0,33,164.0000,2180.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,34,0,34,164.0000,2180.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,35,0,35,164.0000,2180.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,36,0,36,164.0000,2180.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,37,0,37,164.0000,2180.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,38,0,38,164.0000,2180.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,39,0,39,164.0000,2180.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,40,0,40,184.0000,2200.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,41,0,41,184.0000,2200.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,42,0,42,184.0000,2200.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,43,0,43,184.0000,2200.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,44,0,44,184.0000,2200.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,45,0,45,184.0000,2200.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,46,0,46,184.0000,2200.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,47,0,47,184.0000,2200.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,48,0,48,184.0000,2200.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,49,0,49,184.0000,2200.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,50,0,50,188.0000,2204.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,51,0,51,188.0000,2204.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,52,0,52,193.0000,2209.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,53,0,53,193.0000,2209.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,54,0,54,193.0000,2209.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,55,0,55,195.0000,2212.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,56,0,56,195.0000,2212.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,57,0,57,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,58,0,58,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,59,0,59,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,60,0,60,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,61,0,61,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,62,0,62,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,63,0,63,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,64,0,64,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,65,0,65,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,66,0,66,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,67,0,67,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,68,0,68,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,69,0,69,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,70,0,70,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,71,0,71,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,72,0,72,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,73,0,73,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,74,0,74,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,75,0,75,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,76,0,76,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,77,0,77,196.0000,2213.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,78,0,78,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,79,0,79,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,80,0,80,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,81,0,81,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,82,0,82,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,83,0,83,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,84,0,84,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,85,0,85,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,86,0,86,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,87,0,87,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,88,0,88,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,89,0,89,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,90,0,90,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,91,0,91,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,92,0,92,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,93,0,93,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,94,0,94,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,95,0,95,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,96,0,96,212.0000,2229.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,97,0,97,329.0000,2356.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,98,0,98,338.0000,2365.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,99,0,99,338.0000,2365.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,100,0,100,338.0000,2365.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,101,0,101,338.0000,2365.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,102,0,102,338.0000,2365.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,103,0,103,338.0000,2365.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,104,0,104,343.0000,4845.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,105,0,105,343.0000,4845.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,106,0,106,343.0000,4845.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,107,0,107,344.0000,4846.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,108,0,108,344.0000,4846.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,109,0,109,344.0000,4846.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,110,0,110,344.0000,4846.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,111,0,111,344.0000,4846.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,112,0,112,344.0000,4846.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,113,0,113,344.0000,4846.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,114,0,114,344.0000,4846.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,115,0,115,344.0000,4846.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,116,0,116,344.0000,4846.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,117,0,117,400.0000,4948.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,118,0,118,400.0000,4948.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,119,0,119,400.0000,4948.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,120,0,120,400.0000,4948.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,121,0,121,400.0000,4948.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,122,0,122,400.0000,4948.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,123,0,123,400.0000,4948.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,124,0,124,400.0000,4948.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,125,0,125,400.0000,4948.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,126,0,126,400.0000,4948.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,127,0,127,406.0000,4954.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,128,0,128,406.0000,4954.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,129,0,129,406.0000,4954.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,130,0,130,406.0000,4954.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,131,0,131,406.0000,4954.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,132,0,132,413.0000,4961.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,133,0,133,413.0000,4961.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,134,0,134,413.0000,4961.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,135,0,135,413.0000,4961.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,136,0,136,413.0000,4961.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,137,0,137,414.0000,4962.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,138,0,138,414.0000,4962.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,139,0,139,414.0000,4962.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,140,0,140,414.0000,4962.0000
graph_synthetic_mode_incremental_strategy_prefix_err1.00_case01_m200,synthetic,1.0000,incremental,141,0,141,422.0000,4970.0000
